department,province,district,ubigeo,population,population_permanent,idh,monetary_poverty,life_expectancy,complete_secondary_edu,years_edu,edu_achievement,family_income,hh_1_nbi_or_more,hh_inadequate_char,overcrowded_hh,hh_wo_sanitation,hh_school_absence,hh_high_economic_dependence,aai,co,ntl,no2,o3,pm25,so2,tmmn,tmmx,new_cases
LIMA,LIMA,LIMA,150101,268352,257461,0.746010874,0.07958984,0.9480573981666666,0.782691556,0.6527535211267605,0.7866688025360907,0.6126760539553753,0.07116252462975911,0.00669929447657789,0.05395029555710926,4.195004131443462e-4,0.01076717727070488,0.00312718489798512,0.5883482,0.040862425,100.576536,2.1455833333333332e-4,0.11820795,40.5789471676475,6.096416666666667e-4,15.689011608333333,23.69751705,335
LIMA,LIMA,ANCON,150102,62928,59255,0.656473404,0.19246935,0.8898521410000001,0.724031961,0.5168661971830987,0.6781847035829609,0.519715445030426,0.2042511745158703,0.12988426721668386,0.06027271685573508,0.01140139796035292,0.01357854932966655,0.00693250830755127,0.3983454333333334,0.03926745,3.8777244,1.2451666666666667e-4,0.11799671666666668,38.0371648050359,9.157416666666666e-4,13.717980791666664,23.308822858333333,47
LIMA,LIMA,ATE,150103,599196,579105,0.700430248,0.17174936,0.9337706831666668,0.766107408,0.5660915492957747,0.7270486178521987,0.5588127127789047,0.15927508561384368,0.06852744188865655,0.07487953450313665,0.01255265630208806,0.0143891868957784,0.00679455708094675,0.569524725,0.04234041666666666,56.5214991,2.919e-4,0.118380325,39.4915491023534,7.5595e-4,13.726990775,23.972067391666663,737
LIMA,LIMA,BARRANCO,150104,34378,32895,0.801234733,0.03172325,0.9445979883333334,0.786570743,0.7417112676056338,0.8370298509040454,0.7129284628803245,0.03110568964014986,0.00331096976561819,0.02361244227585606,0,0.00496645464842729,7.841770497516772e-4,0.42171248333333333,0.04020968333333333,87.8551749,1.7026666666666667e-4,0.11817757500000001,39.6999988555908,6.859416666666667e-4,15.65,23.366666666666667,16
LIMA,LIMA,BREÃ‘A,150105,85309,81222,0.785999689,0.04041467,0.9401354318333331,0.792611895,0.69999295774647885,0.8112263442537342,0.6934251257606491,0.05240448733035224,0.0051384639523025,0.04099003687142073,0,0.00662901074762689,0.00109829763866007,0.5370836999999999,0.04034134166666667,91.9967698,2.039083333333333e-4,0.1182974,41.8500003814697,5.986583333333333e-4,15.822365283333331,23.561444933333338,58
LIMA,LIMA,CARABAYLLO,150106,333045,320618,0.662879143,0.19176021,0.9129094821666668,0.744076833,0.5386971830985916,0.7012715354747955,0.5039577200811359,0.18176793671629415,0.09055004778518544,0.0769283913088535,0.01416283809458012,0.0141513235920642,0.00777228919824519,0.5461050333333334,0.04161695833333333,11.9972611,2.2435e-4,0.11789245833333334,36.5385214215587,7.4335e-4,13.0197115,23.366497183333333,339
LIMA,LIMA,CHACLACAYO,150107,42912,41235,0.727064248,0.09712625,0.9627281746666666,0.780766852,0.6313380281690141,0.779619719771638,0.5686211744421906,0.08955755363660643,0.01335351197364907,0.05252381376301967,0.01157304371049586,0.01094987981839223,0.00676577939998219,0.21910013333333336,0.04022598333333333,13.4188745,2.590166666666667e-4,0.11752589166666666,34.0805557039049,7.531916666666667e-4,12.291821325,23.688009191666666,56
LIMA,LIMA,CHORRILLOS,150108,314241,304295,0.738221736,0.1160839,0.935828535,0.770687263,0.6205281690140845,0.7620419721607748,0.6216477419878296,0.10578649857175572,0.0370740879123528,0.05727440369294556,0.00341091250949149,0.01163085007653461,0.00444744422615675,0.453751625,0.040154675,65.4445129,1.5245e-4,0.11802718333333334,37.2727272149288,7.39975e-4,15.714270875,23.445108175,301
LIMA,LIMA,CIENEGUILLA,150109,34684,32697,0.650977805,0.17529394,0.8833725448333333,0.699186992,0.5178098591549297,0.6763275929765694,0.5190065273833672,0.22924243998752988,0.1387301257404136,0.08043229762028474,0.02275797568325886,0.01205445287332432,0.00644289722539748,0.38395593333333333,0.03932490833333333,4.4912043,2.0155e-4,0.11816713333333334,33.6091396680442,7.735666666666667e-4,12.788961208333331,23.841231491666665,20
LIMA,LIMA,COMAS,150110,520450,504617,0.7081597,0.16044523,0.943867193,0.782665066,0.582894366197183,0.7417377361561492,0.5570572486815415,0.12953000919186897,0.04477645676054428,0.06841161490589635,0.00882268734083751,0.01457137260220303,0.00718774015641245,0.6887768166666667,0.04389438333333333,59.7083674,2.5898333333333333e-4,0.11781645833333332,39.4236841703716,7.866416666666667e-4,15.022026775,23.663704766666665,570
LIMA,LIMA,EL AGUSTINO,150111,198862,191624,0.70122061,0.16689837,0.9863923353333334,0.738624843,0.5541760563380282,0.7393476951996839,0.5463594937119675,0.11138585171734344,0.01682571572074334,0.07839122203763088,7.340725572769772e-4,0.01545415910056794,0.00708959548738554,0.774392025,0.04250716666666666,73.8306034,2.7148333333333336e-4,0.11846151666666668,41.8461541395921,7.208333333333333e-4,14.9712238,24.048826,326
LIMA,LIMA,INDEPENDENCIA,150112,211360,204990,0.697405438,0.20590949,0.941299514,0.766261415,0.5536901408450704,0.7219336953516273,0.553230709127789,0.1605731862302691,0.06312047593612437,0.08476230821652883,0.01232203046433242,0.01333505240086199,0.00972501059068388,0.6668544666666667,0.042466225,67.3047678,2.41825e-4,0.117975125,39.7692307692308,5.71675e-4,15.46387595,23.712539866666667,270
LIMA,LIMA,JESUS MARIA,150113,75359,69031,0.836180982,0.00519235,0.952843969,0.814129353,0.7956901408450705,0.8707287475999549,0.7623604770791075,0.01903841304530553,0.00201731528956879,0.01210389173741279,0,0.00483315121459191,5.88383626124233e-4,0.52774945,0.04011130833333333,103.5373999,1.9945e-4,0.11829009166666668,39.5500001907349,6.128e-4,15.696111733333334,23.684349366666662,18
LIMA,LIMA,LA MOLINA,150114,140679,134095,0.793272471,0.01168268,0.956069831,0.784706622,0.8054929577464788,0.8775576995185935,0.6567392945233266,0.02094670145359672,0.00375201888433345,0.01284631631258541,3.230214933532116e-4,0.0039756491489626,8.448254441545533e-4,0.61954285,0.04192814166666667,52.4597799,2.3556666666666663e-4,0.11856190833333334,42.7853658722668,7.835583333333333e-4,14.115278125,23.980917308333332,35
LIMA,LIMA,LA VICTORIA,150115,173630,166465,0.712486256,0.11057018,0.9391683336666666,0.750875939,0.6073873239436619,0.7552740833091156,0.570254967545639,0.10414222013611828,0.00801846201987014,0.08538684189939763,1.9557224438707655e-4,0.01234060862082453,0.00322694203238676,0.6768636583333333,0.04103084166666666,114.013564,2.2893333333333333e-4,0.11837579166666666,40.6571426391602,6.04425e-4,15.445637625,23.930115066666666,353
LIMA,LIMA,LINCE,150116,54711,52055,0.822136078,0.01452933,0.9537549356666666,0.828821656,0.7575422535211268,0.8500056842585372,0.7352928559837728,0.03374924421480789,0.00604628153685483,0.02341559940636508,0,0.00538668718737976,4.397295663167152e-4,0.545005975,0.0402216,126.0030932,1.9764166666666667e-4,0.118133675,39.8500003814697,5.7964095485e-4,15.481615675,23.741170158333333,41
LIMA,LIMA,LOS OLIVOS,150117,325884,313849,0.753197914,0.07881448,0.9537636956666666,0.795136872,0.6543239436619718,0.789981279949234,0.6211109488843813,0.06534891753668565,0.00609477542925269,0.0485242175400283,4.456874171299959e-5,0.01035109026284415,0.00288582602591672,0.625553625,0.042311725,107.0526764,2.1578333333333337e-4,0.1179276,39.58571434021,6.332e-4,16.108530325,23.605493325,294
LIMA,LIMA,LURIGANCHO,150118,240814,230013,0.678874995,0.18234247,0.922370418,0.747846094,0.5419225352112677,0.7070030518508649,0.5328308385395537,0.2114888026456864,0.08587910179550294,0.07440237990969632,0.05924102626055179,0.01340964346657404,0.00851693571525649,0.391028375,0.04174275833333333,16.0278398,2.77375e-4,0.11757861666666666,37.190430727872,8.101833333333333e-4,12.326850733333334,23.614787025,238
LIMA,LIMA,LURIN,150119,89195,85227,0.691154232,0.18264468,0.9117291938333332,0.712550607,0.5438802816901408,0.704181461533317,0.5817006373225152,0.18931489629164047,0.08015922899643829,0.07278441231929604,0.03846637335009428,0.01491724282421956,0.0054054054054054,0.76345235,0.03806546666666666,15.3167346,1.40725e-4,0.11841241666666669,34.5924527270239,7.216833333333334e-4,14.185914825,24.0006341,59
LIMA,LIMA,MAGDALENA DEL MAR,150120,60290,57535,0.827377375,0.00782218,0.9545157296666666,0.799645839,0.7838521126760564,0.8649850699762073,0.7494832401622717,0.02411767763397266,0.00249493216903165,0.01611310359166276,0,0.00556161962679973,8.316440563438848e-4,0.4570953416666667,0.03984189166666667,86.6304955,1.8279166666666663e-4,0.11816881666666666,35.2999992370605,6.08825e-4,15.78353555,23.184816291666667,27
LIMA,LIMA,MIRAFLORES,150122,99337,92749,0.81457821,8.55e-4,0.9493042973333332,0.780917281,0.842556338028169,0.8943390589902565,0.7019253488843813,0.0071758890129166,6.378568011481422e-4,0.00342848030617126,0,0.0031627066390262,7.973210014351777e-5,0.47074979166666664,0.04008675,98.2034855,1.7928333333333337e-4,0.11834703333333334,38.5999994277954,5.864333333333333e-4,15.545477908333334,23.561076858333333,17
LIMA,LIMA,PACHACAMAC,150123,110071,106010,0.645634317,0.20000896,0.8832151543333334,0.711727208,0.4922394366197183,0.6593582713389115,0.5148115935091278,0.24344816218889073,0.153057524311851,0.08310532388330312,0.01714191527938025,0.01279050601615296,0.00890060985660128,0.6103665833333334,0.03908143333333333,9.0381501,1.71975e-4,0.11854532499999999,35.1545455115182,7.6225e-4,13.525376283333332,23.938733158333335,108
LIMA,LIMA,PUCUSANA,150124,14891,14151,0.619068012,0.23739385,0.8748856365,0.670560748,0.5021267605633802,0.6627997363602192,0.46734549168357,0.3379026730637423,0.27256111491889423,0.06534155814484807,0.04683573223669179,0.01073794836646104,0.00753941055517477,0.65602445,0.03989735833333333,7.6596437,1.02375e-4,0.118107,36.4333335558573,6.651760463166666e-4,15.69705335,24.226849108333333,13
LIMA,LIMA,PUENTE PIEDRA,150125,329675,317617,0.661334953,0.22678988,0.919128657,0.734817063,0.516556338028169,0.689044072056838,0.5107867935091278,0.2223698832586754,0.12293926930699876,0.07720508208553392,0.031539633622418,0.01504233161868319,0.00867254001168559,0.7876484916666666,0.04162009166666666,46.3977445,2.0119166666666667e-4,0.11780664166666668,38.3674415765807,7.821333333333333e-4,15.221416366666666,23.503374708333332,312
LIMA,LIMA,PUNTA HERMOSA,150126,15874,14689,0.675871767,0.19183087,0.8769902476666668,0.68164794,0.5552957746478874,0.6978459564522133,0.5722106077079108,0.4094240837696335,0.3631762652705061,0.05008726003490401,0.01640488656195462,0.00977312390924956,0.00488656195462478,0.8011528416666667,0.03774188333333334,5.0393118,1.16875e-4,0.118457725,32.7980392867444,6.814166666666667e-4,13.948718991666668,24.126571516666665,6
LIMA,LIMA,PUNTA NEGRA,150127,7074,6565,0.704913257,0.14288621,0.8613993591666668,0.677586207,0.6003169014084507,0.7191054124189016,0.6375730141987829,0.1235236220472441,0.05954724409448819,0.05019685039370079,0.00246062992125984,0.01279527559055118,0.00541338582677165,0.7793476500000001,0.037415425,3.4370083,1.0445e-4,0.11849319166666666,31.2850466933206,7.541333333333333e-4,13.7751181,24.14875934166667,4
LIMA,LIMA,RIMAC,150128,174785,169595,0.713798909,0.11429909,0.9486224833333332,0.754134746,0.6014507042253521,0.7553473774660474,0.5692587724137931,0.11872682323856612,0.04320148331273177,0.06526576019777502,0.00274000824062628,0.01415327564894932,0.00475896168108776,0.6957780166666666,0.04158078333333333,62.0366318,2.3405e-4,0.11816485,41.0700000762939,5.86225e-4,15.244537158333332,23.877243133333337,321
LIMA,LIMA,SAN BARTOLO,150129,7482,6901,0.731334335,0.13336333,0.9283047088333334,0.766773163,0.6029647887323943,0.7481544310107223,0.6196948823529411,0.11778398510242086,0.04655493482309125,0.06378026070763501,0.00884543761638733,0.00558659217877095,0.00418994413407821,0.8452605333333334,0.03873009999999999,4.7182176,9.78e-5,0.11897613333333332,32.2813954020655,8.732416666666667e-4,14.840153733333333,24.45753845,9
LIMA,LIMA,SAN BORJA,150130,113247,107055,0.817821823,0.00463208,0.9574321121666666,0.790744758,0.8212535211267605,0.8867324812798426,0.7089429918864097,0.01327990841442472,0.00108757870635374,0.00812821980538065,2.8620492272467087e-5,0.00377790497996565,6.010303377218089e-4,0.6230909833333333,0.040695625,134.3409512,2.1330833333333337e-4,0.11849031666666666,42.788889143202,5.62175e-4,15.294245808333333,23.85982651666667,17
LIMA,LIMA,SAN ISIDRO,150131,60735,56388,0.786357398,5.73463e-4,0.9511119048333332,0.787805614,0.8406760563380282,0.8941906985042042,0.6282094109533468,0.00683338869643619,3.321786171878707e-4,0.00370141887723627,0,0.00265742893750296,2.847245290181749e-4,0.5068248166666667,0.040284075,101.1064954,1.9408333333333333e-4,0.11830860833333331,38.1249995231628,5.839416666666667e-4,15.562315633333334,23.539417408333332,9
LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1038495,1004690,0.690557115,0.1770394,0.9336810871666666,0.734362382,0.5467957746478874,0.7145158314070998,0.5565862397565923,0.1828951591724782,0.09941349829301742,0.07536619882699659,0.01058475095561845,0.01445828834874967,0.00675133494791514,0.5566971333333334,0.04269246666666666,46.1681198,2.9400833333333333e-4,0.11809738333333332,39.4465517504462,7.297833333333333e-4,13.497549983333334,23.59397704166667,1527
LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,355219,344625,0.720347381,0.1518192,0.9571838321666666,0.772166644,0.5703521126760562,0.7388719922257317,0.5884418385395537,0.1362216974268862,0.05483116388910652,0.06748967508702026,0.00608862077070299,0.01424782029614872,0.00726381411798941,0.6783135166666666,0.04296834166666666,113.5398123,1.8181666666666668e-4,0.11850574166666666,43.7631574931898,7.453e-4,15.4207316,23.838189775,461
LIMA,LIMA,SAN LUIS,150134,52082,49424,0.785010717,0.05473567,0.9875992675,0.810181986,0.688112676056338,0.8243661655057806,0.6560318551724138,0.06416307544975716,0.00554073466037348,0.05014022846979957,0,0.00943977016211779,0.00157329502701963,0.7195246083333333,0.0413679,122.9456892,2.4014166666666667e-4,0.11859865833333331,42.2333335876465,6.060166666666667e-4,15.149075008333334,24.053767233333332,47
LIMA,LIMA,SAN MARTIN DE PORRES,150135,654083,629296,0.736825976,0.10343179,0.9478452175,0.793169197,0.6265211267605634,0.7706134268637624,0.5986963107505071,0.08367251051496437,0.01492756986861247,0.05633643357316321,0.00231527344568164,0.0113782386939367,0.00384369356874777,0.5882835166666667,0.04138139166666667,96.2899342,2.0430833333333337e-4,0.11786929166666668,38.3029408174403,6.2055e-4,16.2424765,23.374172033333338,612
LIMA,LIMA,SAN MIGUEL,150136,155384,147699,0.808917881,0.01581726,0.9501167026666668,0.769672893,0.761838028169014,0.8507849524351138,0.7275317221095334,0.03068599870157974,0.00374377840294308,0.02122917117507033,0,0.00590781216186972,7.790521532135902e-4,0.4556396,0.03983216666666667,103.5083203,1.7923333333333334e-4,0.11801225833333331,34.528570992606,5.628166666666667e-4,16.099074075,23.108552366666668,78
LIMA,LIMA,SANTA ANITA,150137,196214,188829,0.727809582,0.09643694,0.9623680496666668,0.767822852,0.5921056338028169,0.7548665736403106,0.594130705882353,0.10309871306348407,0.00961607592206485,0.08129628298224172,4.493493421525631e-4,0.01162916097490833,0.00519447839528362,0.7772304583333334,0.04281171666666666,124.5142249,2.826666666666667e-4,0.11872653333333331,43.4749999046326,7.3265e-4,14.852485116666667,24.113386916666663,248
LIMA,LIMA,SANTA MARIA DEL MAR,150138,999,915,0.742192723,0.07065562,0.9132859608333334,0.642857143,0.5910915492957747,0.7347350635018416,0.726204075862069,0.10333333333333332,0.03,0.05666666666666666,0,0.01666666666666666,0.00666666666666666,0.7852741583333334,0.03942063333333333,8.6063801,9.969166666666669e-5,0.118325675,37.0428570338658,6.933416666666666e-4,15.91248075,24.478620416666665,0
LIMA,LIMA,SANTA ROSA,150139,27863,26208,0.642883013,0.22028653,0.8820068108333333,0.678859857,0.5329788732394366,0.6856318226478836,0.5008167557809331,0.26245808764018963,0.19401086830847497,0.06833159902878945,0.0127182333217713,0.01352757544224765,0.00751531969013758,0.5918926083333333,0.04049354999999999,24.4498549,1.4059166666666666e-4,0.11824533333333331,40.8428570883615,7.425166666666667e-4,15.359598566666667,23.00677095,19
LIMA,LIMA,SANTIAGO DE SURCO,150140,329152,315252,0.795789646,0.01231283,0.9544759258333334,0.79054446,0.7894436619718309,0.8680466405405993,0.668353386612576,0.02582890092956206,0.00571655813491077,0.01384898344683601,7.754635383009395e-4,0.00618382462593826,8.947656211164686e-4,0.6056251166666666,0.040664175,91.1343774,1.971e-4,0.118500975,43.4896553302633,6.814e-4,15.336956658333332,23.795039958333337,131
LIMA,LIMA,SURQUILLO,150141,91023,86614,0.803055556,0.02747559,0.9482091411666664,0.798913043,0.7311619718309859,0.8326430599984519,0.7146215050709939,0.04145307907866858,0.00304148725309274,0.03113252682660105,0,0.00741576105529355,0.00136696056318775,0.5606504416666667,0.04005481666666666,140.6732834,1.8956666666666668e-4,0.11828699166666666,41.2000007629395,5.399083333333333e-4,15.465485566666668,23.68503935,77
LIMA,LIMA,VILLA EL SALVADOR,150142,393254,383154,0.696885767,0.20166089,0.9451218688333334,0.746793546,0.544218309859155,0.7171838160941745,0.5617073655172414,0.13204401818968337,0.0469302271600249,0.0692452969539666,0.004410259656675,0.01431751759355975,0.00735394971459922,0.7570243416666667,0.03976741666666666,113.3909125,1.6836666666666668e-4,0.11787215833333334,36.699999915229,7.313583333333334e-4,15.4209573,23.78117505,467
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,398433,388303,0.693240346,0.16823515,0.9414648838333332,0.741877848,0.5335845070422535,0.708767293219574,0.5624443505070994,0.2166794155523495,0.13340821286443255,0.0771130067682059,0.01266496896695295,0.01401086398714137,0.00760091791976916,0.810142275,0.04103769166666667,56.0205727,1.8693333333333337e-4,0.11842698333333332,41.4203704551414,7.891333333333333e-4,14.504890358333334,23.956965641666667,460
