ubigeo,o3
010101,0.11691262499999999
010102,0.116851625
010103,0.11630258333333333
010104,0.117069125
010105,0.116538725
010106,0.11602970833333333
010107,0.11725864166666666
010108,0.11693868333333333
010109,0.116512775
010110,0.116565375
010111,0.11672146666666666
010112,0.11652119166666666
010113,0.11648166666666666
010114,0.11683084166666667
010115,0.11660045
010116,0.117152725
010117,0.11667480833333334
010118,0.116626175
010119,0.116678675
010120,0.11694909166666667
010121,0.11667680833333333
010201,0.11717517499999999
010202,0.11721565
010203,0.11684490833333333
010204,0.11699375
010205,0.11765625833333333
010206,0.11665758333333333
010301,0.1170322
010302,0.11735766666666667
010303,0.11661558333333333
010304,0.11745296666666666
010305,0.11694246666666666
010306,0.11725255833333334
010307,0.1167961
010308,0.11703069166666667
010309,0.11664084166666666
010310,0.11658521666666667
010311,0.11660090000000001
010312,0.11750379999999999
010401,0.11770408333333333
010402,0.1174433
010403,0.11745265
010501,0.11692156666666667
010502,0.11669765833333333
010503,0.11657359166666667
010504,0.11664142499999999
010505,0.11685453333333333
010506,0.116689375
010507,0.11647355833333334
010508,0.11693685
010509,0.1170602
010510,0.116585975
010511,0.11652893333333333
010512,0.116478025
010513,0.1165457
010514,0.11647090833333333
010515,0.11659395
010516,0.1169491
010517,0.11660341666666667
010518,0.11682065
010519,0.11674470833333334
010520,0.11650454166666667
010521,0.11655698333333334
010522,0.11695510833333334
010523,0.11727049166666667
010601,0.11644206666666666
010602,0.11709486666666667
010603,0.117109475
010604,0.11679340833333333
010605,0.117162025
010606,0.11699310833333333
010607,0.11680979999999999
010608,0.11700429166666666
010609,0.116551325
010610,0.116742575
010611,0.11687045833333333
010612,0.117346475
010701,0.11730063333333333
010702,0.11718456666666667
010703,0.11680088333333333
010704,0.11731454166666667
010705,0.11722278333333333
010706,0.1166772
010707,0.11675050833333334
020101,0.11613343333333333
020102,0.11648490833333333
020103,0.11690783333333334
020104,0.11646834166666667
020105,0.11627765
020106,0.11583708333333333
020107,0.11652835833333333
020108,0.11602394166666667
020109,0.11653173333333333
020110,0.11669304166666666
020111,0.116728675
020112,0.11615511666666667
020201,0.11635220833333333
020202,0.1162542
020203,0.11643010000000001
020204,0.11625706666666667
020205,0.11660664166666666
020301,0.11627688333333333
020302,0.1166092
020303,0.11631070833333333
020304,0.11673981666666666
020305,0.11650689166666667
020306,0.11655039166666667
020401,0.11658921666666666
020402,0.11678151666666667
020501,0.11615386666666666
020502,0.11604716666666666
020503,0.1162032
020504,0.11606413333333333
020505,0.11691661666666667
020506,0.116172375
020507,0.116644975
020508,0.11617201666666667
020509,0.115793725
020510,0.11689625833333334
020511,0.11580965833333333
020512,0.11583354166666666
020513,0.11596641666666667
020514,0.11643764166666666
020515,0.11665235
020601,0.1158865
020602,0.11536085833333333
020603,0.11572024166666667
020604,0.11558248333333333
020605,0.11613810833333334
020606,0.11603469166666666
020607,0.115891525
020608,0.11675105833333334
020609,0.11584193333333334
020610,0.11603585833333334
020611,0.11584993333333334
020701,0.11634395833333333
020702,0.11649856666666666
020703,0.11646950833333333
020801,0.11712881666666666
020802,0.11676963333333333
020803,0.11745435
020804,0.1165481
020901,0.11580136666666667
020902,0.1155322
020903,0.115976225
020904,0.11619555
020905,0.1160435
020906,0.11633265833333334
020907,0.11636055
021001,0.11667299166666667
021002,0.116483675
021003,0.11638999166666666
021004,0.11623968333333333
021005,0.11642093333333334
021006,0.11736373333333333
021007,0.11632445
021008,0.11677814166666667
021009,0.11651104166666666
021010,0.11690745
021011,0.11636985833333334
021012,0.116260275
021013,0.11749351666666667
021014,0.11593415
021015,0.11643911666666668
021016,0.11656804999999999
021101,0.11738854166666667
021102,0.11624274166666666
021103,0.1170519
021104,0.11617498333333333
021105,0.11626075
021201,0.11593305
021202,0.11617165833333333
021203,0.116249475
021204,0.116491725
021205,0.11650703333333333
021206,0.11691780833333333
021207,0.11619179166666667
021208,0.11621820833333334
021209,0.11669829166666666
021210,0.116201825
021301,0.11594233333333333
021302,0.11593381666666666
021303,0.11624746666666666
021304,0.11613599166666666
021305,0.1161452
021306,0.1163715
021307,0.116318275
021308,0.11599066666666666
021401,0.11687091666666667
021402,0.11653850833333333
021403,0.11637974166666666
021404,0.11644336666666666
021405,0.11730488333333333
021406,0.116916275
021407,0.11637396666666666
021408,0.11637981666666666
021409,0.11707224166666666
021410,0.1167517
021501,0.11566531666666667
021502,0.11591201666666667
021503,0.116185925
021504,0.11571134166666666
021505,0.11565236666666667
021506,0.11584858333333334
021507,0.11558740833333334
021508,0.11576429166666667
021509,0.11596265833333333
021510,0.11605298333333333
021511,0.115757675
021601,0.11623515
021602,0.11627279166666667
021603,0.11622265
021604,0.116276225
021701,0.11619919166666666
021702,0.11618541666666667
021703,0.11683403333333334
021704,0.116668075
021705,0.116211775
021706,0.116533025
021707,0.11700869166666666
021708,0.11643066666666667
021709,0.1169382
021710,0.11624491666666667
021801,0.11695185
021802,0.11658955833333333
021803,0.117073
021804,0.116556725
021805,0.11669758333333333
021806,0.11712159999999999
021807,0.11752345833333333
021808,0.11721331666666666
021809,0.11727641666666666
021901,0.11594018333333334
021902,0.11622996666666667
021903,0.11623848333333334
021904,0.116437225
021905,0.11637716666666667
021906,0.11625715
021907,0.11634894999999999
021908,0.11609405833333333
021909,0.11631598333333333
021910,0.11621188333333334
022001,0.11591305
022002,0.11645561666666666
022003,0.115418575
022004,0.11610724166666667
022005,0.11687075
022006,0.11540638333333333
022007,0.116532325
022008,0.11667246666666667
030101,0.116699125
030102,0.11657521666666666
030103,0.11646308333333333
030104,0.11683309166666667
030105,0.117017175
030106,0.11652785833333333
030107,0.11669423333333333
030108,0.117117925
030109,0.11660520833333334
030201,0.11662875
030202,0.11703875833333333
030203,0.11647713333333333
030204,0.11688523333333334
030205,0.1162731
030206,0.11631650833333333
030207,0.11706125833333333
030208,0.116820775
030209,0.116597925
030210,0.11635666666666666
030211,0.11628993333333333
030212,0.116391875
030213,0.1167813
030214,0.11646534166666667
030215,0.11668538333333334
030216,0.11680914166666667
030217,0.11632743333333334
030218,0.11666630833333333
030219,0.11692068333333333
030220,0.11647725
030301,0.116511525
030302,0.11604690833333334
030303,0.11645854166666667
030304,0.11647247499999999
030305,0.116536325
030306,0.11664270833333333
030307,0.116468775
030401,0.11666815
030402,0.11616186666666667
030403,0.116432625
030404,0.11645439166666667
030405,0.11651404166666667
030406,0.11629061666666667
030407,0.11642018333333333
030408,0.11650481666666666
030409,0.116286375
030410,0.11643055833333334
030411,0.11624384166666667
030412,0.11658285
030413,0.11622490833333333
030414,0.11632016666666667
030415,0.11645086666666667
030416,0.11637729166666666
030417,0.11664474166666666
030501,0.11666774166666667
030502,0.11668366666666667
030503,0.11656400833333333
030504,0.11660265
030505,0.11678719166666666
030506,0.11673180833333334
030601,0.11637089166666667
030602,0.11679565833333333
030603,0.11644721666666667
030604,0.11641229166666667
030605,0.11683093333333333
030606,0.11662428333333333
030607,0.11629335833333333
030608,0.11732570833333333
030609,0.11648084166666667
030610,0.11661878333333334
030611,0.11606525
030701,0.116626925
030702,0.11662109166666666
030703,0.11654930833333334
030704,0.11663609166666666
030705,0.11633214166666667
030706,0.11643966666666666
030707,0.116530525
030708,0.11658534166666666
030709,0.11654845
030710,0.11652510833333334
030711,0.11656299166666667
030712,0.11636590833333334
030713,0.11664250833333334
030714,0.11640345
040101,0.118594725
040102,0.11838093333333333
040103,0.118338875
040104,0.11867076666666666
040105,0.1183514
040106,0.118333
040107,0.118770425
040108,0.119041775
040109,0.118156475
040110,0.11819004166666666
040111,0.11837461666666667
040112,0.118234075
040113,0.11830190833333333
040114,0.11856385833333334
040115,0.118419325
040116,0.11829425
040117,0.11894670833333333
040118,0.11912805833333333
040119,0.11759215
040120,0.11857368333333333
040121,0.119198975
040122,0.11854129166666667
040123,0.11883426666666666
040124,0.118859875
040125,0.1191167
040126,0.11879375
040127,0.11852644166666666
040128,0.11814570833333334
040129,0.11853976666666667
040201,0.12076828333333334
040202,0.12074746666666666
040203,0.11933373333333333
040204,0.12048503333333334
040205,0.12056556666666667
040206,0.11997883333333334
040207,0.120347725
040208,0.12080834166666667
040301,0.11827410833333334
040302,0.11861365833333333
040303,0.11942621666666667
040304,0.11872949166666667
040305,0.118822975
040306,0.11735793333333333
040307,0.11882795833333333
040308,0.1188391
040309,0.118148175
040310,0.118728975
040311,0.11921944166666666
040312,0.11766089166666667
040313,0.11903313333333333
040401,0.118938725
040402,0.11724291666666667
040403,0.11776230833333333
040404,0.11705901666666667
040405,0.11691359166666666
040406,0.11715358333333334
040407,0.118603125
040408,0.11787329166666667
040409,0.116858675
040410,0.11765053333333333
040411,0.1178644
040412,0.1178893
040413,0.11963484166666666
040414,0.11772983333333334
040501,0.11721125
040502,0.11746046666666667
040503,0.11765955833333333
040504,0.11684765833333334
040505,0.116853125
040506,0.11741690833333333
040507,0.11794766666666666
040508,0.11783383333333333
040509,0.11722176666666667
040510,0.11714066666666667
040511,0.11809978333333333
040512,0.11755288333333333
040513,0.117243275
040514,0.11713779166666667
040515,0.11690263333333334
040516,0.11699739166666667
040517,0.116804975
040518,0.11709070833333333
040519,0.11729760833333333
040520,0.11927638333333333
040601,0.11910196666666667
040602,0.11809306666666666
040603,0.11692755833333333
040604,0.11749129166666666
040605,0.11821936666666666
040606,0.11842565833333334
040607,0.11761736666666667
040608,0.11780384166666666
040701,0.11981806666666667
040702,0.11988203333333333
040703,0.12091790833333334
040704,0.12025009166666667
040705,0.12077635
040706,0.12076541666666667
040801,0.11746816666666667
040802,0.11724013333333333
040803,0.11717083333333334
040804,0.116685975
040805,0.11668833333333334
040806,0.11702264166666666
040807,0.117299825
040808,0.11733788333333334
040809,0.1174342
040810,0.11715143333333333
040811,0.11753009166666667
050101,0.116040275
050102,0.11606623333333334
050103,0.1162497
050104,0.11589389166666667
050105,0.11572065000000001
050106,0.11637373333333334
050107,0.115806775
050108,0.11569866666666667
050109,0.1161094
050110,0.11576309166666666
050111,0.1158595
050112,0.11597855833333333
050113,0.11571805
050114,0.11594131666666667
050115,0.115844175
050116,0.11574193333333334
050201,0.11588838333333333
050202,0.11562448333333333
050203,0.11552135833333332
050204,0.11564131666666666
050205,0.11561674166666666
050206,0.11557296666666667
050301,0.11625016666666667
050302,0.11607726666666666
050303,0.116060475
050304,0.11606476666666667
050401,0.11571944166666667
050402,0.1164138
050403,0.11595350833333333
050404,0.11587395
050405,0.11558408333333334
050406,0.116280175
050407,0.11730843333333334
050408,0.117025825
050409,0.11696825
050410,0.1168606
050411,0.116610825
050412,0.11611960833333333
050501,0.11609775
050502,0.11727606666666666
050503,0.11699693333333333
050504,0.11673118333333334
050505,0.11695319166666666
050506,0.11622561666666667
050507,0.11725445
050508,0.11631901666666666
050509,0.11746766666666666
050510,0.11751414166666667
050511,0.11692425000000001
050601,0.11628514166666666
050602,0.11618589166666667
050603,0.11630341666666666
050604,0.11624539166666667
050605,0.11670681666666667
050606,0.11625336666666666
050607,0.11693729166666667
050608,0.11677793333333333
050609,0.11693116666666667
050610,0.11718950833333333
050611,0.11610176666666666
050612,0.11705208333333333
050613,0.1167233
050614,0.117116625
050615,0.11646129166666667
050616,0.11624469166666666
050617,0.11704208333333334
050618,0.11638620833333334
050619,0.117485125
050620,0.11613575
050621,0.11736128333333333
050701,0.1163693
050702,0.116824425
050703,0.11626100833333333
050704,0.11628645
050705,0.11768721666666666
050706,0.11706833333333333
050707,0.11653374999999999
050708,0.11630051666666666
050801,0.11723255
050802,0.11691205
050803,0.11703493333333333
050804,0.11669139166666667
050805,0.11691169166666666
050806,0.11681434166666667
050807,0.11677645
050808,0.11690315833333334
050809,0.11706265
050810,0.11709368333333334
050901,0.11617356666666667
050902,0.116086525
050903,0.116214825
050904,0.1163851
050905,0.11628168333333333
050906,0.11633868333333333
050907,0.11640044166666666
050908,0.11656180000000001
050909,0.116355875
050910,0.11619629166666666
050911,0.11652258333333333
051001,0.11621439166666667
051002,0.11610103333333334
051003,0.11615635
051004,0.116115
051005,0.116283
051006,0.116219575
051007,0.11613803333333333
051008,0.1159785
051009,0.116221575
051010,0.11655775833333333
051011,0.1159612
051012,0.11571220833333333
051101,0.116348625
051102,0.11629224166666667
051103,0.11634500833333333
051104,0.116527825
051105,0.11625773333333334
051106,0.11645583333333333
051107,0.11635116666666667
051108,0.11617983333333333
060101,0.11617084166666666
060102,0.11634284166666667
060103,0.116231175
060104,0.11646716666666666
060105,0.11634775833333333
060106,0.1162563
060107,0.11573633333333333
060108,0.11591045
060109,0.1162677
060110,0.11584254166666667
060111,0.11597014166666667
060112,0.11644006666666666
060201,0.11612143333333333
060202,0.11673741666666666
060203,0.11626835833333334
060204,0.1163705
060301,0.11673485833333333
060302,0.1168592
060303,0.11687845
060304,0.116984875
060305,0.11676855833333333
060306,0.11682669166666666
060307,0.11659346666666667
060308,0.11649469166666666
060309,0.1166834
060310,0.11646366666666666
060311,0.11651346666666666
060312,0.11684668333333334
060401,0.1163617
060402,0.11682498333333333
060403,0.11652155
060404,0.11684915
060405,0.11683700833333334
060406,0.11700414166666667
060407,0.11683928333333334
060408,0.11650088333333333
060409,0.117028925
060410,0.11664123333333333
060411,0.11719115
060412,0.117372
060413,0.11630444166666666
060414,0.11697065
060415,0.11707600833333333
060416,0.11706911666666667
060417,0.116808775
060418,0.11706629166666667
060419,0.11660443333333334
060501,0.11666399166666666
060502,0.11720015
060503,0.11702908333333334
060504,0.117539825
060505,0.11727899166666667
060506,0.11759855833333333
060507,0.11749884166666666
060508,0.117295875
060601,0.116791475
060602,0.11689946666666666
060603,0.1172642
060604,0.1171407
060605,0.11715135833333333
060606,0.11687469166666667
060607,0.11708015
060608,0.11682029166666667
060609,0.117298825
060610,0.11687874166666666
060611,0.11663965833333334
060612,0.116251925
060613,0.11712826666666666
060614,0.116876225
060615,0.11699196666666667
060701,0.11657698333333333
060702,0.11667086666666666
060703,0.11676690833333334
060801,0.11745843333333333
060802,0.11738648333333333
060803,0.11695958333333334
060804,0.11697806666666667
060805,0.11740714166666667
060806,0.11733941666666667
060807,0.11678975
060808,0.116962
060809,0.11640285833333333
060810,0.11664586666666667
060811,0.11729631666666666
060812,0.11729795833333333
060901,0.11722648333333333
060902,0.11728156666666667
060903,0.11722129166666667
060904,0.1172913
060905,0.117281975
060906,0.11720303333333333
060907,0.11693595
061001,0.11589625833333334
061002,0.11620136666666667
061003,0.11637844166666667
061004,0.11600446666666667
061005,0.11629269166666667
061006,0.11607210833333334
061007,0.116171275
061101,0.11685464166666666
061102,0.11699850833333333
061103,0.11648891666666666
061104,0.11659396666666667
061105,0.11660125
061106,0.11689770833333334
061107,0.11652136666666667
061108,0.11695715
061109,0.11681339166666667
061110,0.11695324166666667
061111,0.11640563333333333
061112,0.11627269166666666
061113,0.116962675
061201,0.11640060833333334
061202,0.116710925
061203,0.11709876666666666
061204,0.11630465833333334
061301,0.11688900833333334
061302,0.116404625
061303,0.11692285833333334
061304,0.116964625
061305,0.1168571
061306,0.11625668333333333
061307,0.11631032499999999
061308,0.11678813333333334
061309,0.11723475
061310,0.11663034166666666
061311,0.1164781
070101,0.11796606666666666
070102,0.11802033333333334
070103,0.1181085
070104,0.11792498333333333
070105,0.11778291666666667
070106,0.11791099166666667
070107,0.11774950000000001
080101,0.11649895
080102,0.11649424166666666
080103,0.11657814166666666
080104,0.116591775
080105,0.116562175
080106,0.11662724166666666
080107,0.11673536666666667
080108,0.11631965833333333
080201,0.11614574166666666
080202,0.11635458333333333
080203,0.11627560833333334
080204,0.11641339166666667
080205,0.11627624166666667
080206,0.11641679166666667
080207,0.11620628333333333
080301,0.11647896666666667
080302,0.11650700833333333
080303,0.11627078333333334
080304,0.11649469166666666
080305,0.11654869166666668
080306,0.11664078333333333
080307,0.11676926666666666
080308,0.11635368333333333
080309,0.1163987
080401,0.11679309166666667
080402,0.116716325
080403,0.11686605
080404,0.117551325
080405,0.11697674166666666
080406,0.11675208333333334
080407,0.11658056666666666
080408,0.11833995
080501,0.11654551666666667
080502,0.11664138333333333
080503,0.11646389166666667
080504,0.11642475
080505,0.1159521
080506,0.1162379
080507,0.1164434
080508,0.116423525
080601,0.11586746666666667
080602,0.11639698333333333
080603,0.11611521666666667
080604,0.11585204166666667
080605,0.11713724166666667
080606,0.1159842
080607,0.11645607499999999
080608,0.11613945833333333
080701,0.116739625
080702,0.1165637
080703,0.11649748333333333
080704,0.116480525
080705,0.11640535
080706,0.11655563333333332
080707,0.11668174166666667
080708,0.11658599166666667
080801,0.11685780833333334
080802,0.11675623333333333
080803,0.116694525
080804,0.11670709166666667
080805,0.116355475
080806,0.11644194166666666
080807,0.1170076
080808,0.116280225
080901,0.11793898333333333
080902,0.11760414166666666
080903,0.11689967500000001
080904,0.11744318333333333
080905,0.11780380833333333
080906,0.117724425
080907,0.11671475833333333
080908,0.11786086666666666
080909,0.11753185
080910,0.11671145
080911,0.116746
080912,0.11684635
080913,0.11700798333333333
080914,0.11783595833333334
081001,0.11639331666666666
081002,0.11645635
081003,0.11667456666666667
081004,0.11626915
081005,0.11647288333333333
081006,0.11642138333333334
081007,0.11644257499999999
081008,0.11615499166666667
081009,0.11625199166666667
081101,0.118268475
081102,0.1166054
081103,0.11834185
081104,0.11729323333333333
081105,0.11677778333333333
081106,0.118508475
081201,0.116570125
081202,0.1166416
081203,0.11862158333333334
081204,0.11740670833333333
081205,0.11677508333333333
081206,0.1164104
081207,0.11680710833333333
081208,0.11680351666666666
081209,0.11895165
081210,0.11728359166666667
081211,0.11678191666666667
081212,0.11641429166666667
081301,0.11613185
081302,0.11637489166666667
081303,0.11645251666666667
081304,0.11702895833333334
081305,0.11648539166666667
081306,0.11664053333333334
081307,0.11611680833333334
090101,0.11566580833333333
090102,0.11559698333333333
090103,0.1155134
090104,0.115485
090105,0.115569525
090106,0.11568795
090107,0.11590350833333334
090108,0.11559748333333333
090109,0.11579465
090110,0.1156763
090111,0.115578825
090112,0.11566588333333333
090113,0.11572895
090114,0.11539175833333333
090115,0.1156333
090116,0.11563626666666667
090117,0.11562670833333333
090118,0.11564496666666667
090119,0.11562064166666666
090201,0.11580566666666667
090202,0.115360125
090203,0.11573206666666666
090204,0.11597634166666666
090205,0.115850175
090206,0.11552524166666667
090207,0.11591309166666666
090208,0.11555185
090301,0.11577721666666667
090302,0.11581669166666667
090303,0.116089225
090304,0.11564585
090305,0.11592375833333333
090306,0.11597371666666667
090307,0.11572986666666667
090308,0.11574295833333334
090309,0.11597354166666667
090310,0.11611850833333333
090311,0.116277325
090312,0.11628501666666667
090401,0.115774325
090402,0.115801025
090403,0.11572984166666667
090404,0.11631844166666666
090405,0.11600570833333333
090406,0.115962275
090407,0.11607299166666667
090408,0.116139425
090409,0.11600286666666666
090410,0.11623049166666667
090411,0.11547349166666666
090412,0.115917775
090413,0.116052025
090501,0.11567377499999999
090502,0.115355025
090503,0.11599990833333333
090504,0.115371275
090505,0.115757925
090506,0.11566906666666667
090507,0.11569786666666666
090508,0.115758675
090509,0.11585078333333333
090510,0.11586523333333333
090511,0.11548391666666667
090601,0.11638026666666666
090602,0.11624924166666667
090603,0.11715100833333333
090604,0.1164053
090605,0.11617815
090606,0.11678554166666666
090607,0.11575095833333333
090608,0.11624225
090609,0.11621710833333333
090610,0.11592726666666667
090611,0.11630195
090612,0.11679978333333334
090613,0.11631439166666667
090614,0.1166523
090615,0.11620551666666666
090616,0.11579188333333333
090701,0.11589524166666666
090702,0.11574465833333333
090703,0.11606709999999999
090704,0.11586929166666667
090705,0.11594645
090706,0.11630810833333333
090707,0.11636259166666667
090709,0.11592611666666666
090710,0.1159746
090711,0.11582505
090713,0.11621038333333333
090714,0.1161673
090715,0.116396125
090716,0.11684811666666667
090717,0.116214025
090718,0.116785
090719,0.11590380833333333
090720,0.11571554166666667
090721,0.116995525
090722,0.11579663333333333
090723,0.116127575
100101,0.11664975
100102,0.116194725
100103,0.11782065833333333
100104,0.11723091666666667
100105,0.116075875
100106,0.116277425
100107,0.116508375
100108,0.11627164166666666
100109,0.11652410833333333
100110,0.11617518333333333
100111,0.11640438333333333
100112,0.11665585833333333
100113,0.11744764166666667
100201,0.11602398333333333
100202,0.11635683333333333
100203,0.11622144166666666
100204,0.11614989166666667
100205,0.11640906666666667
100206,0.11614401666666667
100207,0.11603491666666667
100208,0.11593243333333333
100301,0.11612083333333334
100307,0.11616136666666667
100311,0.117341775
100313,0.11615515
100316,0.1162318
100317,0.116188475
100321,0.115890575
100322,0.1160819
100323,0.11592205
100401,0.1170321
100402,0.115978875
100403,0.11743885
